आफ्रिकाखण्डः	Africa
दीर्घकालीना उत्क्रान्तिः - पराक्रान्ता	LTE Advanced
जलपाइगुडिमण्डलम्	Jalpaiguri district
जौनपुरमण्डलम्	Jaunpur district
एर्णाकुलम् मण्डलम्	Ernakulam district
हनुमानगढमण्डलम्	Hanumangarh district
महाराजागञ्जमण्डलम्	Maharajganj district
सुल्तानपुरमण्डलम्	Sultanpur district
कान्हेरीगुहाः	Kanheri Caves
टिहरीगढवालमण्डलम्	Tehri Garhwal district
ब्राह्मी	Bacopa monnieri
सीमानियन्त्रणरेखा	Line of Control
भारतस्य राजनैतिकपक्षाः	List of political parties in India
जगन्नाथः	Jagannath
मैसूरुविश्वविद्यालयः	University of Mysore
मल्लस्तम्भक्रीडा	Mallakhamba
दुमका	Dumka
शिवकुमार शर्मा	Shivkumar Sharma
पिङ्गलि वेङ्कय्य	Pingali Venkayya
चालुक्यवंशः	Chalukya dynasty
माणि माधव: चाक्यारः	Mani Madhava Chakyar
कल्हणः	Kalhana
ओङ्कार प्रसाद नैय्यर	O. P. Nayyar
एन आर नारायणमूर्ति	N. R. Narayana Murthy
मञ्जुल भार्गव	Manjul Bhargava
पार्श्वनाथः	Parshvanatha
भीष्‍मः	Bhishma
साबरमती आश्रमः	Sabarmati Ashram
वर्गः:जर्मनीदेशः	Category:Germany
वर्गः:रशियादेशः	Category:Russia
वर्गः:चीनादेशः	Category:China
मदर इण्डिया	Mother India
वर्गः:भारतम्	Category:India
जगदीशशेट्टर्	Jagadish Shettar
करौलीमण्डलम्	Karauli district
श्रीगङ्गानगरमण्डलम्	Sri Ganganagar district
जैसलमेरमण्डलम्	Jaisalmer district
सीकरमण्डलम्	Sikar district
याज्ञवल्क्यः	Yajnavalkya
साङ्गलीमण्डलम्	Sangli district
रणकपुरम्	Ranakpur
रायचूरुमण्डलम्	Raichur district
पूर्वमेदिनीपुर-मण्डलम्	Purba Medinipur district
जोधपुरमण्डलम्	Jodhpur district
तिरुपतिः	Tirupati
क्षत्रियः	Kshatriya
फिरोझाबाद्	Firozabad
वर्गः:इण्डोनेशियादेशः	Category:Indonesia
वर्गः:पाकिस्तानम्	Category:Pakistan
वर्गः:विश्वपरम्परास्थानानि	Category:World Heritage Sites
गढवालविभागः	Garhwal division
जालौरमण्डलम्	Jalore district
जलसंरक्षणम्	Water conservation
विसर्गः	Visarga
जीवन्तीवृक्षः	Terminalia (plant)
झालावाडमण्डलम्	Jhalawar district
झुञ्झुनुमण्डलम्	Jhunjhunu district
सुबर्नपुर मण्डलम्	Subarnapur district
प्रतापगढमण्डलम्, उत्तरप्रदेशः	Pratapgarh district, Uttar Pradesh
अनन्तपद्मनाभदेवालयः (तिरुवनन्तपुरम्)	Padmanabhaswamy Temple
गुजरातविद्यापीठम्	Gujarat Vidyapith
हावडामण्डलम्	Howrah district
असहकारान्दोलनम्	Non-cooperation movement
कदम्बवंशः	Kadamba dynasty
छायाग्राहिका	Camera
राष्ट्रपतिशासनम्	President's rule
रामपुरम्, उत्तरप्रदेशः	Rampur, Uttar Pradesh
गौतमः	Gautama Maharishi
लोटनम्	Tumble
जनकः	Janaka
शाकरसः	Vegetable juice
सवाई माधोपुरमण्डलम्	Sawai Madhopur district
नागौरमण्डलम्	Nagaur district
वैशाली	Vaishali (ancient city)
कटुः	Pungency
मवुमण्डलम्	Mau district
युनानिचिकित्सा	Unani
मीनाक्षी	Minakshi
नागरहोळे अभयारण्यम्	Nagarhole National Park
शबरीमलै	Sabarimala
चूलिकामापिका	Thread pitch gauge
शत्रुञ्जयपर्वतः	Shatrunjaya
गजेन्द्रगड	Gajendragarh
एटा	Etah
फतेहपुरम्, उत्तरप्रदेशः	Fatehpur, Uttar Pradesh
बसवनगुडीविधानसभाक्षेत्रम्	Basavanagudi
गोपाल स्वरूप पाठक	Gopal Swarup Pathak
मुर्शिदाबादमण्डलम्	Murshidabad district
समाजवादीपक्षः	Samajwadi Party
महामरीचिका	Bell pepper
अम्बरमल्लिका	Millingtonia
कालमेघः	Andrographis paniculata
केरलविश्वविद्यालयः	University of Kerala
कोडगुमण्डलम्	Kodagu district
ग्यानपुरम्	Gyanpur
रामनाथन् कृष्णन्	Ramanathan Krishnan
शुक्लाफाँट वन्यपशु आरक्षणकेन्द्रम्	Shuklaphanta Wildlife Reserve
विश्वभारती-विश्वविद्यालयः	Visva-Bharati University
प्रतापगढमण्डलम् (राजस्थानम्)	Pratapgarh district, Rajasthan
पम्पः	Adikavi Pampa
यष्टिकन्दुकक्रीडा	Hockey
सत्ययुगम्/कृतयुगम्	Satya Yuga
नन्दुरबारमण्डलम्	Nandurbar district
संस्काराः	Saṃskāra
प्रतापगढ (राजस्थानम्)	Pratapgarh, Rajasthan
विदिशा	Vidisha
राजमहेन्द्री-नगरम्	Rajahmundry
हैदराबाद्, पाकिस्तानम्	Hyderabad, Sindh
भारतस्य उपराष्ट्रपतिः	Vice President of India
कूटियाट्टम्	Koodiyattam
युगम्	Yuga
पठानकोट	Pathankot
उस्मानाबादमण्डलम्	Osmanabad district
सागर, कर्णाटकम्	Sagara, Karnataka
खण्डवा-नगरम्	Khandwa
कौरवाः	Kaurava
सबीर भाटिया	Sabeer Bhatia
सुषमा स्वराज	Sushma Swaraj
इक्ष्वाकुः	Ikshvaku
भारतीय प्रौद्यौगिकी संस्थानम् बाम्बे	Indian Institute of Technology Bombay
भारतीय प्रौद्यौगिकी संस्थानम् खरग्पुर्	Indian Institute of Technology Kharagpur
मुख्यमन्त्री	Chief Minister
मृत्युञ्जयमन्त्रः	Mahamrityunjaya Mantra
जोन लोगी बेर्ड	John Baird
अमृता प्रीतम	Amrita Pritam
कोङ्कणधूमशकटमार्गः	Konkan Railway
हरदा	Harda
हनुमानगढ	Hanumangarh
गोधरा	Godhra
गोकाकजलपातः	Gokak Falls
हरदोयी	Hardoi
गोकाक	Gokak
हिम्मतनगरम्	Himatnagar
हुम्नाबाद्	Humnabad
राबर्ट्स्गञ्ज	Robertsganj
हाथरस	Hathras
बिजापुरमण्डलम्	Bijapur district, Karnataka
श्यामजी कृष्ण वर्मा	Shyamji Krishna Varma
खुशवन्त सिंह	Khushwant Singh
रामानुजाचार्यः	Ramanuja
सम्पूर्णकान्तियात्रा	Bihar Movement
गिरनारपर्वतः	Girnar
बुलन्दशहरमण्डलम्	Bulandshahr district
हुक्केरी	Hukeri
लखीमपुरखीरीमण्डलम्	Lakhimpur Kheri district
खेडामण्डलम्	Kheda district
मुहूर्तः	Muhurta
राजतरङ्गिणी	Rajatarangini
मेरठमण्डलम्	Meerut district
माद्री	Madri
हिन्दुस्तानीशास्त्रीयसङ्गीतम्	Hindustani classical music
मुत्तुस्वामी दीक्षितः	Muthuswami Dikshitar
रामनवमी	Rama Navami
चारमीनार्	Charminar
रत्नगिरिमण्डलम्	Ratnagiri district
अमरावतीमण्डलम्	Amravati district
अङ्गुल्-मण्डलम्	Angul district
त्रेतायुगम्	Treta Yuga
पोरबन्दरमण्डलम्	Porbandar district
हरदोयीमण्डलम्	Hardoi district
पूर्वसिक्किममण्डलम्	East Sikkim district
साबरकाठामण्डलम्	Sabarkantha district
गान्धीनगरमण्डलम्	Gandhinagar district
लखनौमण्डलम्	Lucknow district
मथुरामण्डलम्	Mathura district
इलाहाबादमण्डलम्	Allahabad district
एटामण्डलम्	Etah district
